Date,Open,High,Low,Close,Volume,Currency
2021-09-27,63.86075973510742,67.07823944091797,62.85755920410156,63.93357467651367,281306427,USD
2021-09-28,63.9141845703125,72.4609603881836,63.113121032714844,68.94920349121094,609031720,USD
2021-09-29,69.25311279296875,75.05975341796875,68.01471710205078,69.50537109375,700067305,USD
2021-09-30,69.3744125366211,78.85699462890625,68.8747787475586,74.51168060302734,805131747,USD
2021-10-01,74.61109161376953,117.02678680419922,74.24960327148438,110.53909301757812,3272757444,USD
2021-10-02,110.41084289550781,119.92144775390625,106.40061950683594,107.94173431396484,2587817806,USD
2021-10-03,107.96342468261719,138.31814575195312,103.9908218383789,138.31814575195312,2673087029,USD
2021-10-04,137.37261962890625,155.08448791503906,131.9569091796875,133.9513702392578,3964782527,USD
2021-10-05,134.7230682373047,145.70201110839844,127.53168487548828,128.9872589111328,2090557471,USD
2021-10-06,128.7117462158203,140.4199676513672,120.28532409667969,126.21660614013672,2589126719,USD
2021-10-07,126.30990600585938,130.80677795410156,120.91536712646484,124.50933074951172,1174395063,USD
2021-10-08,124.3741455078125,138.5144805908203,120.36035919189453,126.3672866821289,1325554236,USD
2021-10-09,126.1799087524414,132.31857299804688,123.98516082763672,126.5457992553711,667486137,USD
2021-10-10,126.56603240966797,126.56603240966797,115.70233154296875,116.32270050048828,467384771,USD
2021-10-11,116.42718505859375,121.88562774658203,112.52082824707031,117.01702117919922,581610297,USD
2021-10-12,116.65440368652344,125.89981842041016,114.06570434570312,122.06558227539062,1094381151,USD
2021-10-13,122.1431655883789,124.73741149902344,118.01869201660156,121.76675415039062,486930365,USD
2021-10-14,121.67748260498047,143.3204803466797,120.58031463623047,136.2120819091797,1488398669,USD
2021-10-15,136.42025756835938,145.04776000976562,124.94949340820312,125.78787231445312,1477113651,USD
2021-10-16,125.65167236328125,129.93028259277344,122.83903503417969,125.27339172363281,471065745,USD
2021-10-17,125.14694213867188,129.50486755371094,121.7826919555664,124.653564453125,389199510,USD
2021-10-18,124.64338684082031,125.34908294677734,119.28822326660156,122.48188018798828,392238229,USD
2021-10-19,122.49003601074219,123.58192443847656,120.21552276611328,122.166015625,242258839,USD
2021-10-20,122.13680267333984,129.766357421875,120.78184509277344,127.33622741699219,401928978,USD
2021-10-21,127.66863250732422,133.9687042236328,116.5390625,119.82247924804688,698855437,USD
2021-10-22,119.84819030761719,133.15518188476562,117.98099517822266,130.0851593017578,846653873,USD
2021-10-23,130.27505493164062,133.20655822753906,123.62641143798828,125.92134857177734,477799314,USD
2021-10-24,125.8104248046875,127.71192169189453,120.44763946533203,123.02403259277344,354140716,USD
2021-10-25,122.90153503417969,141.25057983398438,122.28643035888672,131.85638427734375,1157814330,USD
2021-10-26,131.79888916015625,137.9631805419922,127.37286376953125,128.99044799804688,693706833,USD
2021-10-27,129.05776977539062,132.57192993164062,120.32089233398438,121.74868774414062,597601543,USD
2021-10-28,121.61534881591797,129.45460510253906,121.61534881591797,126.52278137207031,461457686,USD
2021-10-29,126.64601135253906,164.1488494873047,125.93999481201172,142.74948120117188,2875226153,USD
2021-10-30,142.9872283935547,156.62278747558594,140.20252990722656,147.2863311767578,1702475808,USD
2021-10-31,146.99920654296875,149.79371643066406,132.90676879882812,138.29217529296875,846906133,USD
2021-11-01,138.19821166992188,139.0491485595703,131.82861328125,137.0658721923828,513865368,USD
2021-11-02,136.99569702148438,143.69406127929688,135.63148498535156,140.35458374023438,668180094,USD
2021-11-03,140.4642791748047,142.56057739257812,134.98768615722656,141.2921905517578,589625469,USD
2021-11-04,141.61180114746094,163.75111389160156,141.61180114746094,145.1024169921875,1908953711,USD
2021-11-05,145.18844604492188,154.41732788085938,142.1958770751953,151.9117431640625,1043566649,USD
2021-11-06,151.88558959960938,165.36907958984375,148.7198486328125,157.74766540527344,1196857274,USD
