Date,Open,High,Low,Close,Volume,Currency,Name
2021-05-30,0.83044,0.92998,0.79877,0.90612,1206925952,USD,xrp
2021-05-31,0.90591,1.04892,0.88318,1.04293,1780562304,USD,xrp
2021-06-01,1.04122,1.0973,0.97712,1.01063,1605301632,USD,xrp
2021-06-02,1.01061,1.04772,0.98136,1.02441,950125696,USD,xrp
2021-06-03,1.02441,1.0773,1.00778,1.04426,974273920,USD,xrp
2021-06-04,1.04426,1.04594,0.91895,0.96927,1265041280,USD,xrp
2021-06-05,0.96885,0.9972,0.89686,0.92274,898298688,USD,xrp
2021-06-06,0.92274,0.94784,0.91773,0.94493,559235200,USD,xrp
2021-06-07,0.94516,0.97376,0.84842,0.86345,993304832,USD,xrp
2021-06-08,0.86345,0.88383,0.78577,0.87393,1369485056,USD,xrp
2021-06-09,0.87383,0.9197,0.83149,0.9197,1129039488,USD,xrp
2021-06-10,0.91975,0.92699,0.85342,0.86841,838310144,USD,xrp
2021-06-11,0.86852,0.87919,0.83437,0.84748,568450688,USD,xrp
2021-06-12,0.84748,0.84757,0.80638,0.83121,558728000,USD,xrp
2021-06-13,0.83164,0.88784,0.8185,0.88326,503672320,USD,xrp
2021-06-14,0.88326,0.92692,0.86323,0.89031,659188992,USD,xrp
2021-06-15,0.89031,0.90115,0.85949,0.86663,537373504,USD,xrp
2021-06-16,0.86663,0.87309,0.82643,0.83195,603787328,USD,xrp
2021-06-17,0.8318,0.86084,0.82488,0.84118,475787840,USD,xrp
2021-06-18,0.84118,0.84449,0.77191,0.79581,617475712,USD,xrp
2021-06-19,0.79691,0.80499,0.75589,0.75977,459267712,USD,xrp
2021-06-20,0.75965,0.78412,0.69806,0.77421,866853632,USD,xrp
2021-06-21,0.77421,0.77885,0.60524,0.60732,1592278912,USD,xrp
2021-06-22,0.60653,0.64888,0.51017,0.54493,2310018560,USD,xrp
2021-06-23,0.54681,0.66335,0.52269,0.63785,1699974016,USD,xrp
2021-06-24,0.63827,0.69153,0.61716,0.67224,928593216,USD,xrp
2021-06-25,0.67239,0.6881,0.60365,0.6118,1130615680,USD,xrp
2021-06-26,0.61169,0.63173,0.58214,0.61663,752437440,USD,xrp
2021-06-27,0.61669,0.65127,0.59735,0.64747,647734336,USD,xrp
2021-06-28,0.64747,0.6555,0.62436,0.64393,636009920,USD,xrp
2021-06-29,0.64393,0.72851,0.64228,0.70523,1005559040,USD,xrp
2021-06-30,0.70599,0.714,0.64915,0.70537,894667968,USD,xrp
